[00:48:29] KOD: 6736 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:12:43] KOD: 4294 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:12:45] KOD: 2824 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:12:46] KOD: 3600 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:12:48] KOD: 3326 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:12:49] KOD: 4033 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:12:51] KOD: 6689 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:12:52] KOD: 2795 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:12:54] KOD: 4548 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:12:55] KOD: 4249 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:12:57] KOD: 1459 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:12:58] KOD: 1388 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:13:00] KOD: 9262 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:13:01] KOD: 9073 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:13:03] KOD: 4724 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:13:04] KOD: 1390 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:13:06] KOD: 6221 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:13:07] KOD: 7275 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:13:09] KOD: 9512 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:13:10] KOD: 5713 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:13:12] KOD: 1155 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:13:13] KOD: 9232 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:13:15] KOD: 3205 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:13:16] KOD: 6291 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:13:18] KOD: 8085 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:13:19] KOD: 6172 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:13:21] KOD: 4190 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:13:22] KOD: 6602 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:13:24] KOD: 7968 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:13:25] KOD: 5765 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:13:27] KOD: 5566 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:13:28] KOD: 8218 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:13:30] KOD: 7822 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:13:31] KOD: 5632 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:13:33] KOD: 7458 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:13:34] KOD: 4597 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:13:36] KOD: 7905 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:13:37] KOD: 1979 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:13:39] KOD: 1146 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:13:40] KOD: 3240 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:13:42] KOD: 7149 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:13:43] KOD: 2103 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:13:45] KOD: 5982 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:13:46] KOD: 4495 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:13:48] KOD: 1615 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:13:50] KOD: 5122 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:13:51] KOD: 6353 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:13:53] KOD: 1304 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:13:54] KOD: 1800 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:13:56] KOD: 9715 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:13:57] KOD: 4014 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:13:59] KOD: 2262 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:14:00] KOD: 4023 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:14:02] KOD: 5295 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:14:03] KOD: 4304 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:14:05] KOD: 8529 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:14:06] KOD: 8263 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:14:08] KOD: 1598 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:14:09] KOD: 7817 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:14:11] KOD: 8214 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:14:12] KOD: 9347 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:14:14] KOD: 1702 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:14:15] KOD: 8479 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:14:17] KOD: 1246 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:14:18] KOD: 7433 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:14:20] KOD: 5639 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:14:21] KOD: 6024 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:14:23] KOD: 6241 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:14:24] KOD: 6042 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:14:26] KOD: 1881 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:14:27] KOD: 4327 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:14:29] KOD: 3160 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:14:30] KOD: 7381 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:14:32] KOD: 1343 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:14:33] KOD: 3462 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:14:35] KOD: 1220 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:14:36] KOD: 2371 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:14:38] KOD: 5326 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:14:39] KOD: 8064 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:14:41] KOD: 9694 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:14:42] KOD: 1911 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:14:44] KOD: 8157 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:14:45] KOD: 7422 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:14:47] KOD: 9660 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:14:48] KOD: 9790 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:14:50] KOD: 5192 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:14:51] KOD: 1409 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:14:53] KOD: 4771 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:14:54] KOD: 9794 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:14:56] KOD: 4463 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:14:57] KOD: 8910 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:14:59] KOD: 4943 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:15:00] KOD: 4148 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:15:02] KOD: 1333 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:15:03] KOD: 4928 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:15:05] KOD: 2100 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:15:06] KOD: 6540 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:15:08] KOD: 9048 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:15:09] KOD: 8711 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:15:11] KOD: 7863 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:15:12] KOD: 4986 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:15:14] KOD: 5751 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:15:15] KOD: 9785 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:15:17] KOD: 8613 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:15:18] KOD: 9901 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:15:20] KOD: 3463 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:15:21] KOD: 7460 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:15:23] KOD: 6433 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:15:24] KOD: 3946 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:15:26] KOD: 4096 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:15:27] KOD: 2063 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:15:29] KOD: 1343 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:15:30] KOD: 1619 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:15:32] KOD: 1518 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:15:33] KOD: 5566 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:15:35] KOD: 1407 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:15:36] KOD: 7739 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:15:38] KOD: 9334 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:15:41] KOD: 1141 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:15:43] KOD: 6807 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:15:44] KOD: 9936 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:15:46] KOD: 1584 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:15:47] KOD: 3190 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:15:49] KOD: 5450 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:15:50] KOD: 5415 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:15:52] KOD: 7209 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:15:53] KOD: 3760 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:15:55] KOD: 9323 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:15:56] KOD: 3963 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:15:58] KOD: 7041 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:15:59] KOD: 3153 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:16:01] KOD: 6643 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:16:02] KOD: 5085 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:16:04] KOD: 7830 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:16:05] KOD: 5789 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:16:07] KOD: 9893 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:16:08] KOD: 4586 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:16:10] KOD: 1368 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:16:11] KOD: 6210 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:16:13] KOD: 2440 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:16:14] KOD: 8170 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:16:16] KOD: 8540 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:16:17] KOD: 9681 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:16:19] KOD: 3449 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:16:20] KOD: 7878 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:16:22] KOD: 7221 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:16:24] KOD: 7746 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:16:25] KOD: 3192 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:16:27] KOD: 2894 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:16:28] KOD: 4228 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:16:30] KOD: 8200 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:16:31] KOD: 7952 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:16:33] KOD: 4776 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:16:34] KOD: 8405 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:16:36] KOD: 8250 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:16:37] KOD: 6227 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:16:39] KOD: 2098 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:16:40] KOD: 3555 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:16:42] KOD: 4429 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:16:43] KOD: 4308 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:16:45] KOD: 6360 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:16:46] KOD: 2374 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:16:48] KOD: 5938 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:16:49] KOD: 1260 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:16:51] KOD: 6125 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:16:52] KOD: 2176 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:16:54] KOD: 6732 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:16:55] KOD: 4745 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:16:57] KOD: 8292 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:16:58] KOD: 2295 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:17:00] KOD: 9263 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:17:01] KOD: 2570 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:17:03] KOD: 5724 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:17:04] KOD: 3879 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:17:06] KOD: 3293 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:17:07] KOD: 8537 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:17:09] KOD: 7529 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:17:10] KOD: 2377 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:17:12] KOD: 9127 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:17:13] KOD: 2439 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:17:15] KOD: 6398 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:17:16] KOD: 8933 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:17:18] KOD: 6086 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:17:19] KOD: 2736 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:17:21] KOD: 4922 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:17:22] KOD: 9138 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:17:24] KOD: 3716 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:17:25] KOD: 3878 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:17:27] KOD: 1561 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:17:28] KOD: 4817 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:17:30] KOD: 2342 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:17:31] KOD: 4348 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:17:33] KOD: 3788 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:17:34] KOD: 8755 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:17:36] KOD: 7099 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:17:37] KOD: 6165 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:17:39] KOD: 8464 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:17:40] KOD: 7093 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:17:42] KOD: 1085 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:17:43] KOD: 2038 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:17:45] KOD: 1801 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:17:46] KOD: 9023 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:17:48] KOD: 9228 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:17:49] KOD: 2511 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:17:51] KOD: 8150 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:17:52] KOD: 4386 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:17:54] KOD: 6769 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:17:55] KOD: 8289 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:17:57] KOD: 5458 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:17:58] KOD: 5004 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:18:00] KOD: 8663 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:18:01] KOD: 2709 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:18:03] KOD: 4153 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:18:04] KOD: 5764 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:18:06] KOD: 2245 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:18:07] KOD: 1934 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:18:09] KOD: 3521 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:18:10] KOD: 9558 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:18:12] KOD: 5957 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:18:13] KOD: 9016 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:18:15] KOD: 8671 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:18:16] KOD: 6406 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:18:18] KOD: 7415 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:18:19] KOD: 7169 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:18:21] KOD: 6879 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:18:22] KOD: 4547 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:18:24] KOD: 1286 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:18:25] KOD: 2120 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:18:27] KOD: 9100 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:18:28] KOD: 7947 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:18:30] KOD: 9270 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:18:31] KOD: 9162 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:18:33] KOD: 6093 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:18:34] KOD: 4057 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:18:36] KOD: 5718 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:18:37] KOD: 9908 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:18:39] KOD: 3981 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:18:40] KOD: 2178 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:18:42] KOD: 2015 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:18:43] KOD: 2510 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:18:45] KOD: 9676 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:18:46] KOD: 6477 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:18:48] KOD: 5860 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:18:49] KOD: 1295 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:18:51] KOD: 6138 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:18:52] KOD: 1451 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:18:54] KOD: 6205 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:18:56] KOD: 5785 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:18:57] KOD: 7124 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:18:59] KOD: 3708 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:19:00] KOD: 1699 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:19:02] KOD: 2349 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:19:03] KOD: 4378 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:19:05] KOD: 7204 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:19:06] KOD: 6290 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:19:08] KOD: 3449 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:19:09] KOD: 7137 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:19:11] KOD: 7033 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:19:12] KOD: 8886 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:19:14] KOD: 6833 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:19:15] KOD: 9189 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:19:17] KOD: 3194 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:19:18] KOD: 5352 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:19:20] KOD: 5705 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:19:21] KOD: 4708 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:19:23] KOD: 5070 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:19:24] KOD: 1169 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:19:26] KOD: 2891 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:19:27] KOD: 5606 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:19:29] KOD: 5970 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:19:30] KOD: 9823 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:19:32] KOD: 2504 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:19:33] KOD: 8144 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:19:35] KOD: 7807 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:19:36] KOD: 4631 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:19:38] KOD: 3483 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:19:39] KOD: 4153 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:19:41] KOD: 8700 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:19:42] KOD: 8868 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:19:44] KOD: 9555 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:19:45] KOD: 3046 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:19:47] KOD: 8983 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:19:48] KOD: 6859 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:19:50] KOD: 1124 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:19:51] KOD: 9540 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:19:53] KOD: 4843 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:19:54] KOD: 5830 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:19:56] KOD: 4615 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:19:57] KOD: 7229 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:19:59] KOD: 7990 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:20:00] KOD: 6580 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:20:02] KOD: 5794 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:20:03] KOD: 6294 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:20:05] KOD: 7344 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:20:06] KOD: 9011 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:20:08] KOD: 2516 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:20:09] KOD: 5235 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:20:11] KOD: 9041 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:20:12] KOD: 3662 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:20:14] KOD: 3738 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:20:15] KOD: 5628 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:20:17] KOD: 9051 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:20:18] KOD: 3257 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:20:20] KOD: 7339 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:20:21] KOD: 1722 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:20:23] KOD: 1397 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:20:24] KOD: 6262 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:20:26] KOD: 5541 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:20:27] KOD: 9218 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:20:29] KOD: 9088 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:20:30] KOD: 5931 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:20:32] KOD: 4500 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:20:33] KOD: 2186 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:20:35] KOD: 5077 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:20:36] KOD: 8344 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:20:38] KOD: 4883 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:20:39] KOD: 8956 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:20:41] KOD: 2132 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:20:42] KOD: 5911 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:20:44] KOD: 3625 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:20:45] KOD: 6164 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:20:47] KOD: 5083 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:20:48] KOD: 2186 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:20:50] KOD: 6087 | TEHDIT: ACIL | DURUM: ENGELLENDI
